"User.ID","Location","Age","Publisher","genres","Country"
208141,"United States Of America",46,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","United States"
210959,"United States Of America",30,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","United States"
223566,"United States Of America",29,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","United States"
235842,"United States Of America",41,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","United States"
262186,"Portugal",25,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","Portugal"
264321,"Canada",33,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","Canada"
265313,"United States Of America",33,"Andrews McMeel Publishing","Comics, Humor, Graphic Novels, Fiction, Childrens, Comedy, Graphic Novels Comics","United States"
276964,"United States Of America",34,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
66765,"Canada",39,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","Canada"
98391,"United States Of America",52,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
128434,"United States Of America",24,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
135045,"United States Of America",29,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
177658,"Australia",24,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","Australia"
196160,"United States Of America",22,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
227520,"United States Of America",33,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
231340,"United States Of America",37,"Tor Fantasy","Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Epic","United States"
277427,"United States Of America",48,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
75,"United States Of America",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
3363,"United States Of America",29,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
6251,"United States Of America",32,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
7958,"Portugal",27,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Portugal"
8362,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
9660,"United States Of America",35,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
21031,"United States Of America",36,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
21708,"United States Of America",44,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
24140,"United States Of America",14,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
25850,"United States Of America",50,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
30594,"United States Of America",25,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
32773,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
34222,"United States Of America",22,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
38023,"United States Of America",30,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
41084,"United States Of America",36,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
43157,"Canada",22,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
43163,"United States Of America",21,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
43486,"United States Of America",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
44728,"United States Of America",31,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
50547,"Canada",32,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
51526,"United States Of America",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
55187,"United States Of America",48,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
55492,"United States Of America",43,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
56399,"United Kingdom",63,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United Kingdom"
56447,"United States Of America",22,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
56959,"United States Of America",52,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
57379,"United States Of America",35,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
58594,"United States Of America",33,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
59900,"Canada",24,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
60244,"United States Of America",47,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
63755,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
63891,"United States Of America",25,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
63956,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
64946,"United States Of America",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
74833,"Germany",35,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Germany"
78834,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
79736,"United States Of America",26,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
79939,"United States Of America",31,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
81015,"Canada",15,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
81492,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
81924,"United States Of America",38,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
85426,"United States Of America",23,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
85656,"United States Of America",41,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
88693,"China",30,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","China"
92524,"United States Of America",42,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
93629,"United States Of America",54,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
98758,"Canada",25,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
101851,"United States Of America",29,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
101876,"United States Of America",38,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
101882,"United States Of America",18,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
103174,"Canada",24,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
103526,"United States Of America",18,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
109049,"United States Of America",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
110599,"Canada",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
112709,"United Kingdom",42,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United Kingdom"
114868,"Canada",31,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
114988,"United States Of America",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
120935,"Canada",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
122801,"United States Of America",38,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
123215,"United States Of America",27,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
124378,"United States Of America",29,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
125519,"United States Of America",40,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
127359,"United States Of America",33,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
128696,"United Kingdom",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United Kingdom"
135301,"Canada",23,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
138198,"Canada",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
139387,"Canada",30,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
140410,"United States Of America",26,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
143908,"Canada",29,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
144120,"Canada",29,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
145198,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
147224,"United States Of America",41,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
150979,"United States Of America",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
169979,"United States Of America",41,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
171118,"Canada",47,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
171295,"United States Of America",27,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
172760,"United States Of America",29,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
179772,"Canada",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
179978,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
184299,"United States Of America",31,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
187170,"United States Of America",33,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
188799,"United States Of America",23,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
195469,"United States Of America",39,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
197727,"Canada",16,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
198621,"United States Of America",42,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
198711,"United States Of America",62,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
200226,"Canada",39,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
202664,"Australia",58,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Australia"
203075,"United States Of America",23,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
203240,"United States Of America",32,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
204205,"United States Of America",36,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
207494,"United States Of America",42,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
210731,"United States Of America",32,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
210874,"Canada",26,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
211426,"United States Of America",24,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
217106,"United States Of America",55,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
219683,"United States Of America",32,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
220688,"United States Of America",27,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
222977,"United States Of America",42,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
224349,"United States Of America",23,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
225286,"United States Of America",47,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
226965,"United States Of America",47,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
230522,"United States Of America",52,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
230699,"United States Of America",30,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
231263,"Canada",27,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
231374,"Canada",20,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
231393,"Canada",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
235429,"United States Of America",19,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
240454,"United States Of America",28,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
241495,"United States Of America",31,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
244593,"United States Of America",33,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
245281,"Canada",34,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
246625,"United States Of America",55,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
247447,"United States Of America",19,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
249628,"United States Of America",51,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
251003,"United States Of America",37,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
251422,"United States Of America",23,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
251580,"United States Of America",39,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
252820,"Canada",33,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
252982,"Germany",31,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Germany"
253482,"United States Of America",24,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
258550,"United States Of America",38,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
266865,"United States Of America",33,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
268622,"United States Of America",36,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
268932,"Canada",38,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","Canada"
270919,"United States Of America",26,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
275306,"United States Of America",24,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
276050,"United States Of America",30,"Penguin Books","Philosophy, Nonfiction, Spirituality, Religion, Self Help, Audiobook, Taoism","United States"
277427,"United States Of America",48,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
278079,"United States Of America",52,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
1412,"United States Of America",47,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
2766,"United States Of America",42,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
4017,"United States Of America",48,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
14374,"United States Of America",57,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
18395,"United States Of America",44,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
21252,"United States Of America",28,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
21593,"United States Of America",31,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
22695,"United States Of America",23,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
24221,"United States Of America",49,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
25453,"United States Of America",33,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
26411,"United States Of America",59,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
28735,"Germany",58,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","Germany"
31078,"United States Of America",27,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
33319,"Canada",24,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","Canada"
36836,"United States Of America",56,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
36879,"United States Of America",43,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
39281,"United States Of America",45,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
40889,"United States Of America",37,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
44728,"United States Of America",31,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
45925,"United States Of America",35,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
46398,"United States Of America",37,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
50681,"United States Of America",50,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
52256,"United States Of America",17,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
52586,"United Kingdom",26,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United Kingdom"
55075,"United States Of America",33,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
56447,"United States Of America",22,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
57095,"United States Of America",18,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
57108,"United States Of America",38,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
60244,"United States Of America",47,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
60703,"United States Of America",30,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
61571,"United States Of America",51,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
65791,"United States Of America",29,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
66161,"United States Of America",53,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
66792,"United States Of America",39,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
69666,"United States Of America",19,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
69971,"United States Of America",43,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
76102,"United States Of America",33,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
76818,"United States Of America",49,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
77809,"United States Of America",29,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
78552,"United States Of America",24,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
80810,"United States Of America",33,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
84847,"Canada",30,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","Canada"
85526,"Canada",36,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","Canada"
87540,"United States Of America",52,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
87555,"United States Of America",31,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
88146,"United States Of America",43,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
88976,"United States Of America",43,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
90776,"United States Of America",18,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
91130,"United States Of America",39,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
91821,"United States Of America",35,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
93047,"United States Of America",52,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
94292,"United States Of America",37,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
95359,"United States Of America",33,"Anchor","Nonfiction, Biography, Adventure, Classics, Memoir, Nature, School","United States"
