Gender,Birthdate,Age,Product,Date,Time,Quantity,Revenue
Женский,1994-01-29,31,Դանդաղություն,2023-12-16,21:26:03,1,3385.3
Женский,2005-03-25,20,"Հայրիկ, դու խենթ ես",2023-06-21,22:05:19,1,3385.3
Женский,1998-07-15,27,Դանդաղություն,2023-11-02,22:05:08,1,3385.3
Женский,2005-07-27,20,Մասնաճյուղ,2023-04-05,22:08:49,1,3385.3
Женский,2005-07-27,20,Մենք,2023-04-05,22:08:49,1,3385.3
Женский,1958-10-25,67,Պահարանում հրեշ կա,2023-05-04,21:56:11,1,3395
Женский,1985-03-05,40,Աճեցրու ինձ,2023-12-22,23:31:02,1,3395
Женский,1958-10-25,67,Իկարուսը ժամանակի եզրին,2023-03-19,21:58:15,1,3411.98
Женский,1958-10-25,67,"Արջն ու դաշնամուրը, շունն ու ջութակը",2023-03-19,21:58:15,1,3412.01
Женский,1985-03-05,40,Քո երկրի դեսպանը,2023-09-23,22:01:06,1,3474
Женский,1998-12-03,27,Կարճ նամակ երկար հրաժեշտից առաջ,2023-08-08,22:01:54,1,3490
Женский,1968-07-28,57,Առանց ընտանիքի,2023-12-24,23:05:07,1,3501.53
Женский,1990-02-13,35,Մումիտրոլներն ու գիսաստղը,2023-05-02,22:10:01,1,3552
Женский,1958-10-25,67,Քորլայն,2023-02-07,21:59:42,1,3579.21
Женский,1990-02-13,35,Հարրի Փոթերը և Փիլիսոփայական քարը,2023-02-19,22:09:32,1,3589.77
Женский,1958-10-25,67,Гравити Фолз. Неизвестное измерение. Истории и многоразных развлечений,2023-11-07,21:46:33,1,3610
Мужской,1993-01-01,32,Kaleidoscope - Space,2023-05-09,22:01:37,1,3610
Женский,1994-06-12,31,Սոլարիս,2023-02-15,22:10:06,1,3626.08
Женский,2005-03-25,20,Կարիբյան գաղտնիք,2023-12-26,23:13:20,1,3640.54
Женский,2005-03-25,20,Հետաքննում է Պուարոն,2023-12-26,23:13:20,1,3640.57
Мужской,1988-04-28,37,33 стратегии войны,2023-09-08,22:03:18,1,3666
Женский,1968-07-28,57,Մանի անունով շունը,2023-12-24,23:05:07,1,3690.79
Женский,1990-02-13,35,Թելեթրիփ,2023-04-30,21:56:53,1,3700
Мужской,1978-06-04,47,Առեղծվածային պատահար Սթայլզում,2023-08-19,21:56:46,1,3710.93
Мужской,1978-06-04,47,Կապույտ գնացքի առեղծվածը,2023-08-19,21:56:46,1,3710.93
Мужской,1978-06-04,47,Մահ Նեղոսի վրա,2023-08-19,21:56:46,1,3710.93
Мужской,1978-06-04,47,Սպանություն Արևելյան ճեպընթացում,2023-08-19,21:56:46,1,3710.93
Мужской,1978-06-04,47,Հայտարարվում է սպանություն,2023-08-19,21:56:46,1,3710.94
Мужской,1978-06-04,47,Էնդհաուզի առեղծվածը,2023-08-19,21:56:46,1,3710.97
Мужской,1978-06-04,47,Հետաքննում է Պուարոն,2023-08-19,21:56:46,1,3710.97
Мужской,1978-06-04,47,Մեծ քառյակը,2023-08-19,21:56:46,1,3710.97
Мужской,1978-06-04,47,Ռոջեր Էքրոյդի սպանությունը,2023-08-19,21:56:46,1,3710.97
Женский,1992-12-24,33,Խառնիր ու համընկեցրու,2023-01-06,21:51:52,1,3712.78
Мужской,1978-06-04,47,Չարիքն արևի տակ,2023-03-13,21:56:15,1,3719.47
Мужской,1978-06-04,47,Դիակը գրադարանում,2023-03-13,21:56:15,1,3719.51
Женский,2005-07-27,20,Приглашение на казнь,2023-12-28,23:00:25,1,3740
Женский,1995-06-12,30,Վիշապաքարի գաղտնիքը,2023-11-26,22:25:21,1,3742.5
Мужской,1978-06-04,47,Թունավոր գրիչով ձեռքը,2023-06-24,21:58:21,1,3744
Мужской,1978-06-04,47,Մահ ամպերի մեջ,2023-06-24,21:58:21,1,3744
Мужской,2009-03-01,16,Կարիբյան գաղտնիք,2023-12-24,23:05:07,1,3744
Мужской,2009-03-01,16,Մահ ամպերի մեջ,2023-07-03,22:15:52,1,3744
Женский,1981-03-03,44,Կոնրադը,2023-07-22,22:04:51,1,3744
Женский,2020-02-02,5,Ֆիզիկական օրենքների բնույթը,2023-07-30,21:56:21,1,3750.82
Женский,2020-02-02,5,Ինչ է կյանքը,2023-07-30,21:56:21,1,3750.86
Женский,1977-08-17,48,Խենթը,2023-09-07,22:01:12,1,3763.5
Женский,1985-03-05,40,Անվերջանալի գիշեր,2023-09-23,22:01:06,1,3763.5
Женский,2005-03-25,20,Մոռացված սպանություն,2023-12-26,23:13:20,1,3777.07
Женский,2020-02-02,5,Ալբերտ Էյնշտեյն,2023-07-30,21:56:21,1,3827
Женский,1992-12-24,33,Մշուշի հովիտը,2023-09-09,21:41:48,1,3830.4
Женский,1990-09-16,35,Անդրանիկի վերջին ձին,2023-04-20,22:04:35,1,3840
Женский,2005-07-27,20,Սոլարիս,2023-09-13,21:51:48,1,3870.3
Женский,1990-02-13,35,Կախարդին գումարած ագռավ,2023-04-30,21:56:53,1,3900
Женский,1958-10-25,67,Չարիքն արևի տակ,2023-08-24,21:59:20,1,3900
Женский,1982-10-16,43,"Իջիր դուրս, խաղանք",2023-04-18,22:02:26,1,3900
Женский,1968-07-28,57,Երջանկություն վաճառողը,2023-12-24,23:05:07,1,3974.67
Женский,1976-10-18,49,Kafka: Letters to Milena,2023-12-01,22:00:00,1,4032
Женский,1976-10-18,49,"Мечтай как женщина, побеждай как мужчина.Мужские секреты достижения успеха, которые должна знать ка",2023-12-01,22:00:00,1,4032
Женский,1997-11-04,28,Сиддхартха. Путешествие к земле Востока,2023-04-15,21:55:34,1,4032
Женский,1992-08-11,33,Счастье Муры,2023-04-24,21:59:08,1,4032
Женский,1987-07-04,38,Ալպիական մանուշակ,2023-08-01,22:00:46,1,4071.55
Женский,1990-02-13,35,"Турагентство ""Волшебные миры"". Книга 1",2023-12-17,22:23:39,1,4085
Женский,1998-12-03,27,The Metamorphosis and Other Stories,2023-12-24,23:05:07,1,4180
Мужской,1978-06-04,47,Աննան Ավոնլեայում,2023-06-24,21:58:21,1,4224
Женский,1994-06-09,31,Աննան կանաչ կտուրներից,2023-02-18,22:22:31,1,4224
Женский,1995-06-12,30,"Այնտեղ, որտեղ խեցգետիններն են երգում",2023-12-24,22:55:36,1,4246
Женский,1981-03-03,44,Կախարդական կոճակներ,2023-02-28,19:58:44,1,4252.5
Женский,1977-08-17,48,Քաոս,2023-07-28,21:58:25,1,4264.38
Женский,1985-03-05,40,Էվրիկա,2023-05-26,22:04:42,1,4268
Мужской,1978-06-04,47,Ով եմ ես,2023-09-06,22:02:30,1,4300
Женский,1982-10-16,43,Գիրք Մադմուազել Ուազոյի մասին,2023-08-27,21:45:46,1,4301.55
Мужской,1978-06-04,47,Թոմ Սոյերի արկածները,2023-06-06,22:03:28,1,4310.4
Женский,1990-02-13,35,Գիրք Մադմուազել Ուազոյի մասին,2023-12-17,22:23:39,1,4320
Женский,1989-03-29,36,"Պատմվածքներ, Բալլադներ, Պոեմներ",2023-11-02,22:01:23,1,4329.53
Женский,2005-07-27,20,Սև կապիկը,2023-07-28,21:57:56,1,4355.3
Женский,1958-10-25,67,Գիրք Մադմուազել Ուազոյի մասին,2023-06-19,21:55:12,1,4365
Женский,1995-06-12,30,Թավշյա ճագարը կամ ինչպես են խաղալիքները դառնում իսկական,2023-11-11,22:11:29,1,4526.29
Женский,1989-03-29,36,Օրվա մնացորդը,2023-11-02,22:01:23,1,4531.97
Женский,1989-10-14,36,Бусидо. Военный канон самурая с комментариями,2023-11-16,21:58:15,1,4560
Женский,1994-06-09,31,Թունելից 13 կմ հեռավորության վրա,2023-03-18,21:58:24,1,4608
Мужской,2009-03-01,16,Թունելից 13 կմ հեռավորության վրա,2023-02-23,21:59:58,1,4608
Женский,1999-07-24,26,Ինչ է պոպուլիզմը,2023-04-29,21:57:50,1,4608
Женский,1989-10-14,36,Anne of Green Gables,2023-03-12,22:09:23,1,4655
Мужской,1990-01-04,35,"Աղջիկ ջան, մի արդարացիր",2023-02-27,22:02:32,1,4656
Женский,2020-02-02,5,Փուփելը Ծխնելույզների քաղաքից,2023-04-10,21:59:35,1,4656
Женский,1994-06-12,31,"Էս ինչ եք անում, տղերք",2023-01-23,19:59:57,1,4682.44
Женский,1994-06-09,31,Սիրային նամակներ,2023-06-02,22:03:56,1,4704
Женский,1981-03-03,44,Չարլին և շոկոլադի գործարանը,2023-07-22,22:04:51,1,4704
Женский,1989-03-29,36,Օլիվեր Թվիստի արկածները,2023-12-21,21:54:31,1,4709.86
Женский,1982-10-16,43,Այն ինչ չեն սովորեցնում դպրոցում․ Տիեզերք,2023-04-18,22:02:26,1,4728.5
Женский,1986-05-16,39,Մի կյանքի պատմություն,2023-06-07,22:13:58,1,4728.5
Женский,1990-02-13,35,Ոզնու նրբագեղությունը,2023-12-01,22:06:51,1,4753
Женский,1992-08-11,33,Երևանյան հեքիաթներ,2023-12-04,22:08:15,1,4753
Женский,1998-12-03,27,Վիշապաքարի գաղտնիքը,2023-03-14,22:01:54,1,4790.4
Женский,1994-06-09,31,Մանուշակագույն կով,2023-06-28,21:57:50,1,4790.4
Женский,1994-06-09,31,Շահնամե,2023-10-06,21:55:06,1,4790.4
Мужской,2009-03-01,16,Վիշապաքարի գաղտնիքը,2023-10-02,22:00:20,1,4790.4
Женский,1958-10-25,67,Գունավորիր հայ գեղանկարները,2023-04-29,22:00:54,1,4825
Женский,1994-01-29,31,Կեցության անտանելի թեթևությունը,2023-05-26,22:06:49,1,4840.3
Женский,2005-03-25,20,Սիրերգություն,2023-12-27,23:01:34,1,4850
Женский,1995-06-12,30,Ցտեսություն ծիտ,2023-06-07,21:59:42,1,4850
Женский,1999-07-24,26,Սերոտոնին,2023-01-26,22:06:29,1,4858.51
Женский,1998-07-15,27,Generation П,2023-11-02,22:05:08,1,4896
Женский,1990-06-04,35,Հայրենիք,2023-12-29,23:11:56,1,4930
Женский,1989-10-14,36,Привычки миллионеров. Принципы денежногомышления,2023-12-30,23:16:06,1,4930
Женский,1994-06-09,31,Madame Bovary,2023-03-18,21:57:14,1,4940
Женский,1999-07-24,26,"Монах, который продал свой феррари",2023-11-03,21:58:14,1,4940.47
Женский,1968-07-28,57,Լինում է չի լինում,2023-02-16,22:32:41,1,4944.73
Женский,2005-07-27,20,Ոսկե տաճարը,2023-12-28,23:00:25,1,5091.5
Женский,1997-11-04,28,Алеф,2023-12-06,21:58:21,1,5130
Женский,1994-06-09,31,Էնեական,2023-07-18,22:00:42,1,5175
Женский,1976-10-18,49,"Сказать жизни ""ДА!"": психолог в концлагере",2023-12-01,22:00:00,1,5184
Женский,1989-10-14,36,Одураченные случайностью. О скрытой ролишанса в бизнесе и в жизни,2023-12-30,23:16:06,1,5185
Женский,2020-02-02,5,Պայքարելու իրավունքը,2023-07-30,21:56:21,1,5193.45
Женский,1994-06-12,31,Ստամբուլ հուշերի քաղաք,2023-02-18,22:04:53,1,5239
Женский,1992-12-24,33,Տառապանքի ուղիներում,2023-05-25,22:03:57,1,5270.4
Женский,1987-07-04,38,Becoming. Իմ պատմությունը,2023-08-01,22:00:46,1,5367.09
Женский,1976-10-18,49,Without Merit,2023-09-12,22:01:52,1,5367.87
Женский,1994-06-12,31,Стамбульский бастард,2023-01-27,22:00:03,1,5376
Женский,1981-03-03,44,Մանուկների Աստվածաշունչ,2023-06-08,21:59:23,1,5400
Женский,1994-06-12,31,Վերջին փորձությունը,2023-02-15,22:10:06,1,5443.66
Женский,1998-07-15,27,Անհատական MBA,2023-02-20,22:00:00,1,5524.94
Мужской,1988-04-28,37,Наука влияния,2023-09-08,22:03:18,1,5546
Женский,1976-10-18,49,Confess,2023-09-12,22:01:52,1,5556.21
Женский,1976-10-18,49,Maybe Someday,2023-09-12,22:01:52,1,5556.27
Женский,1994-06-09,31,Լռակյաց հիվանդը,2023-10-06,21:55:06,1,5568
Женский,1994-06-09,31,Ուժերի նոր բալանս,2023-06-11,22:25:17,1,5568
Мужской,2009-03-01,16,Ընդվզող մարդը,2023-01-11,22:00:36,1,5605
Женский,2005-03-25,20,"Կաֆկա (պատմվածքներ, աֆորիզմներ) հատոր1",2023-12-26,23:13:20,1,5621.5
Женский,1994-01-29,31,Հեռացողների եւ մնացողների պատմությունը,2023-05-26,22:06:49,1,5626
Женский,1979-10-08,46,Քամուց քշվածները. Հատոր 1,2023-10-20,21:57:35,1,5626
Женский,1995-06-12,30,Ուժերի նոր բալանս,2023-12-24,22:55:36,1,5626
Женский,1985-03-05,40,Իմ հանճարեղ ընկերուհին,2023-12-22,23:31:02,1,5626
Женский,1981-03-03,44,Ծաղրասարյակ սպանելը,2023-05-27,21:58:57,1,5644.8
Женский,1995-06-12,30,Խաննա,2023-11-11,22:11:29,1,5657.82
Мужской,1990-01-04,35,Սրճենի (փոքր),2023-01-24,22:02:53,1,5693.5
Женский,1989-03-29,36,Ֆուտբոլ 12,2023-01-06,21:51:52,1,5693.5
Женский,1995-06-12,30,Ատոմային սովորություններ,2023-12-24,22:55:36,1,5693.5
Женский,1985-03-05,40,Դեպի դպրոց,2023-12-22,23:31:02,1,5693.5
Женский,2005-03-25,20,Սպիտակ կտորե պայուսակ - Անահիտ,2023-04-16,22:02:11,1,5723
Женский,1981-03-03,44,Ալեքսանդր Մակեդոնացու պատմություն: Ասորականք: Միհրդատականք,2023-02-20,22:08:07,1,5723
Женский,1994-06-12,31,Ժանտախտը,2023-01-23,19:59:57,1,5724.04
Женский,1982-10-16,43,Ինչքան բան ունեինք իրար ասելու,2023-08-27,21:45:46,1,5725.78
Мужской,1978-06-04,47,Ակադեմիա,2023-03-13,21:56:15,1,5742.67
Мужской,1978-06-04,47,Ակադեմիան և կայսրությունը,2023-03-13,21:56:15,1,5742.73
Женский,1976-10-18,49,Hopeless,2023-09-12,22:01:52,1,5744.55
Женский,1990-08-20,35,Երբեք մենակ մի ճաշեք,2023-10-15,22:07:38,1,5750.4
Женский,1994-06-09,31,Արվեստի վարպետներ-խճանկար,2023-12-14,22:00:35,1,5750.4
Женский,1994-06-09,31,Հաճախորդներ ամբողջ կյանքի համար,2023-03-18,21:57:14,1,5750.4
Женский,1994-06-09,31,Խաղացողը,2023-07-18,22:00:42,1,5775
Женский,1990-06-04,35,Հրապարակն ու Աշտարակը,2023-12-29,23:11:56,1,5780
Женский,1976-10-18,49,Поток: Психология оптимального переживания (обложка),2023-10-09,21:44:11,1,5795
Мужской,1990-01-04,35,Բանակցային առաջնագծում,2023-03-30,22:02:56,1,5800
Мужской,2009-03-01,16,Մեզնից մեկը ստում է,2023-02-08,22:00:41,1,5800
Мужской,1988-04-28,37,Развитие лидеров: Как понять свой стиль управления иэффективно общаться с носителями иных стилей,2023-10-11,22:08:30,1,5800
Женский,1994-01-29,31,Վերջին փորձությունը,2023-03-25,21:57:02,1,5810.3
Женский,1994-06-09,31,Ինչքան բան ունեինք իրար ասելու,2023-01-14,22:04:40,1,5810.3
Женский,2005-07-27,20,Հույն Զոռբան,2023-05-08,21:52:37,1,5810.3
Женский,1982-02-14,43,"Вторая жизнь Уве, авт. Бакман Ф.",2023-08-21,22:03:35,1,5835
Женский,1992-12-24,33,"Առևանգում, որ ցնցեց կատուների քաղաքը",2023-01-06,21:51:52,2,5842.76
Женский,1990-08-20,35,Тонкое искусство пофигизма: Парадоксальный способ жить счастливо,2023-04-22,21:58:30,1,5856
Женский,2005-07-27,20,Seven Husbands of Evelyn Hugo,2023-03-12,21:50:49,1,5856
Женский,1990-06-04,35,Կեսգիշերի զավակները,2023-12-29,23:11:56,1,5865
Женский,1958-10-25,67,Гравити Фолз. Графический роман. Вып.6,2023-11-07,21:46:33,1,5890
