"User.ID","Location","Age","Publisher","genres"
6251,"usa",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
7958,"portugal",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
8362,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
9660,"usa",35,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
21031,"usa",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
21708,"usa",44,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
24140,"usa",14,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
25850,"usa",50,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
30594,"usa",25,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
32773,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
34222,"usa",22,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
38023,"usa",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
41084,"usa",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
43157,"canada",22,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
43163,"usa",21,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
43486,"usa",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
44728,"usa",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
50547,"canada",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
51526,"usa",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
55187,"usa",48,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
55492,"usa",43,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
56399,"united kingdom",63,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
56447,"usa",22,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
56959,"usa",52,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
57379,"usa",35,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
58594,"usa",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
59900,"canada",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
60244,"usa",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
63755,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
63891,"usa",25,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
63956,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
64946,"usa",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
74833,"germany",35,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
78834,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
79736,"usa",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
79939,"usa",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
81015,"canada",15,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
81492,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
81924,"usa",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
84716,"",44,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
85426,"usa",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
85656,"usa",41,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
88693,"china",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
92524,"usa",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
93629,"usa",54,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
98758,"canada",25,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
101851,"usa",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
101876,"usa",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
101882,"usa",18,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
103174,"canada",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
103526,"usa",18,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
109049,"usa",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
110599,"canada",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
112709,"england",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
114868,"canada",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
114988,"usa",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
120935,"canada",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
122801,"usa",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
123215,"usa",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
124378,"usa",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
125519,"usa",40,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
127359,"usa",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
128696,"united kingdom",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
135301,"canada",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
138198,"canada",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
139387,"canada",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
140410,"usa",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
143908,"canada",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
144120,"canada",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
145198,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
147224,"usa",41,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
150979,"usa",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
169979,"usa",41,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
171118,"canada",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
171295,"usa",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
172760,"usa",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
179772,"canada",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
179978,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
184299,"usa",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
187170,"usa",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
188799,"usa",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
195469,"usa",39,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
197727,"canada",16,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
198621,"usa",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
198711,"usa",62,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
200226,"canada",39,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
202664,"australia",58,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
203075,"usa",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
203240,"usa",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
204205,"usa",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
207494,"usa",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
210731,"usa",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
210874,"canada",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
211426,"usa",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
217106,"usa",55,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
219683,"usa",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
220688,"usa",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
222977,"usa",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
224349,"usa",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
225286,"usa",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
226965,"usa",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
230522,"usa",52,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
230699,"usa",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
231263,"canada",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
231374,"canada",20,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
231393,"canada",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
235429,"usa",19,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
240454,"usa",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
241495,"usa",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
244593,"usa",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
245281,"canada",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
246625,"usa",55,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
247447,"usa",19,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
249628,"usa",51,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
251003,"usa",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
251422,"usa",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
251580,"usa",39,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
252820,"canada",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
252982,"germany",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
253482,"usa",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
258550,"usa",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
266865,"usa",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
268622,"usa",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
268932,"canada",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
270919,"usa",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
275306,"usa",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
276050,"usa",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
277427,"usa",48,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
278079,"usa",52,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
1412,"usa",47,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
2766,"usa",42,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
4017,"usa",48,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
14374,"usa",57,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
18395,"usa",44,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
21252,"usa",28,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
21593,"usa",31,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
22695,"usa",23,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
24221,"usa",49,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
25453,"usa",33,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
26411,"usa",59,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
28735,"germany",58,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
31078,"usa",27,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
33319,"canada",24,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
36836,"usa",56,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
36879,"usa",43,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
39281,"usa",45,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
40889,"usa",37,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
43873,"",43,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
44728,"usa",31,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
45925,"usa",35,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
46398,"usa",37,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
