"User.ID","Location","Age","Publisher","genres"
186039,"iran",24,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
187981,"australia",23,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
194124,"United States of America",19,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
196108,"United States of America",34,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
196148,"canada",26,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
196886,"United States of America",30,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
198012,"United States of America",34,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
208141,"United States of America",46,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
210959,"United States of America",30,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
223566,"United States of America",29,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
235842,"United States of America",41,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
262186,"portugal",25,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
264321,"canada",33,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
265313,"United States of America",33,"Andrews McMeel Publishing","'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Childrens', 'Comedy', 'Graphic Novels Comics'"
276964,"United States of America",34,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
66765,"canada",39,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
98391,"United States of America",52,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
128434,"United States of America",24,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
135045,"United States of America",29,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
177658,"australia",24,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
196160,"United States of America",22,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
227520,"United States of America",33,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
231340,"United States of America",37,"Tor Fantasy","'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic'"
277427,"United States of America",48,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
75,"United States of America",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
3363,"United States of America",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
6251,"United States of America",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
7958,"portugal",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
8362,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
9660,"United States of America",35,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
21031,"United States of America",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
21708,"United States of America",44,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
24140,"United States of America",14,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
25850,"United States of America",50,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
30594,"United States of America",25,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
32773,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
34222,"United States of America",22,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
38023,"United States of America",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
41084,"United States of America",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
43157,"canada",22,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
43163,"United States of America",21,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
43486,"United States of America",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
44728,"United States of America",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
50547,"canada",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
51526,"United States of America",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
55187,"United States of America",48,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
55492,"United States of America",43,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
56399,"united kingdom",63,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
56447,"United States of America",22,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
56959,"United States of America",52,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
57379,"United States of America",35,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
58594,"United States of America",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
59900,"canada",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
60244,"United States of America",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
63755,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
63891,"United States of America",25,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
63956,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
64946,"United States of America",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
74833,"germany",35,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
78834,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
79736,"United States of America",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
79939,"United States of America",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
81015,"canada",15,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
81492,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
81924,"United States of America",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
84716,"",44,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
85426,"United States of America",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
85656,"United States of America",41,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
88693,"china",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
92524,"United States of America",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
93629,"United States of America",54,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
98758,"canada",25,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
101851,"United States of America",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
101876,"United States of America",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
101882,"United States of America",18,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
103174,"canada",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
103526,"United States of America",18,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
109049,"United States of America",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
110599,"canada",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
112709,"england",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
114868,"canada",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
114988,"United States of America",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
120935,"canada",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
122801,"United States of America",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
123215,"United States of America",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
124378,"United States of America",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
125519,"United States of America",40,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
127359,"United States of America",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
128696,"united kingdom",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
135301,"canada",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
138198,"canada",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
139387,"canada",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
140410,"United States of America",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
143908,"canada",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
144120,"canada",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
145198,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
147224,"United States of America",41,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
150979,"United States of America",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
169979,"United States of America",41,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
171118,"canada",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
171295,"United States of America",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
172760,"United States of America",29,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
179772,"canada",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
179978,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
184299,"United States of America",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
187170,"United States of America",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
188799,"United States of America",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
195469,"United States of America",39,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
197727,"canada",16,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
198621,"United States of America",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
198711,"United States of America",62,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
200226,"canada",39,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
202664,"australia",58,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
203075,"United States of America",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
203240,"United States of America",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
204205,"United States of America",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
207494,"United States of America",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
210731,"United States of America",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
210874,"canada",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
211426,"United States of America",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
217106,"United States of America",55,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
219683,"United States of America",32,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
220688,"United States of America",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
222977,"United States of America",42,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
224349,"United States of America",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
225286,"United States of America",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
226965,"United States of America",47,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
230522,"United States of America",52,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
230699,"United States of America",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
231263,"canada",27,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
231374,"canada",20,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
231393,"canada",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
235429,"United States of America",19,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
240454,"United States of America",28,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
241495,"United States of America",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
244593,"United States of America",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
245281,"canada",34,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
246625,"United States of America",55,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
247447,"United States of America",19,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
249628,"United States of America",51,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
251003,"United States of America",37,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
251422,"United States of America",23,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
251580,"United States of America",39,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
252820,"canada",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
252982,"germany",31,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
253482,"United States of America",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
258550,"United States of America",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
266865,"United States of America",33,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
268622,"United States of America",36,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
268932,"canada",38,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
270919,"United States of America",26,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
275306,"United States of America",24,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
276050,"United States of America",30,"Penguin Books","'Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism'"
277427,"United States of America",48,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
278079,"United States of America",52,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
1412,"United States of America",47,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
2766,"United States of America",42,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
4017,"United States of America",48,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
14374,"United States of America",57,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
18395,"United States of America",44,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
21252,"United States of America",28,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
21593,"United States of America",31,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
22695,"United States of America",23,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
24221,"United States of America",49,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
25453,"United States of America",33,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
26411,"United States of America",59,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
28735,"germany",58,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
31078,"United States of America",27,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
33319,"canada",24,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
36836,"United States of America",56,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
36879,"United States of America",43,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
39281,"United States of America",45,"Anchor","'Nonfiction', 'Biography', 'Adventure', 'Classics', 'Memoir', 'Nature', 'School'"
